FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,url,past_fights
Mateo Vogel,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/90b57b19d20e1969,"[{'wl': 'loss', 'opponent': 'Timmy Cuamba', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Abdul-Kareem Al-Selwady,--,155 lbs.,--,,"Apr 10, 1995",http://ufcstats.com/fighter-details/597499ac7a5aac62,"[{'wl': 'loss', 'opponent': 'Loik Radzhabov', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:49'}, {'wl': 'win', 'opponent': 'George Hardwick', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Carlos Prates,--,170 lbs.,--,,"Aug 17, 1993",http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"[{'wl': 'win', 'opponent': 'Charles Radtke', 'method': 'KO/TKO\n \n\n\n Knee', 'round': '1', 'time': '4:47'}, {'wl': 'win', 'opponent': 'Trevin Giles', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '4:03'}, {'wl': 'win', 'opponent': 'Mitch Ramirez', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:14'}]"
Mitch Ramirez,--,170 lbs.,--,,"Nov 03, 1992",http://ufcstats.com/fighter-details/e99eb0ef25885de5,"[{'wl': 'loss', 'opponent': 'Thiago Moises', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '3', 'time': '0:15'}, {'wl': 'loss', 'opponent': 'Carlos Prates', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:14'}]"
Ramon Taveras,--,145 lbs.,--,,"Jan 09, 1994",http://ufcstats.com/fighter-details/c5ccd878231c5407,"[{'wl': 'win', 'opponent': 'Serhiy Sidey', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cortavious Romious', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:29'}, {'wl': 'loss', 'opponent': 'Serhiy Sidey', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:26'}]"
Jesse Butler,--,155 lbs.,--,,"May 24, 1992",http://ufcstats.com/fighter-details/a75a48bfe776b2c2,"[{'wl': 'loss', 'opponent': 'Brad Katona', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jim Miller', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:23'}]"
Talita Alencar,--,115 lbs.,--,,"Oct 17, 1990",http://ufcstats.com/fighter-details/d35298b6df168456,"[{'wl': 'win', 'opponent': 'Rayanne dos Santos', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'draw', 'opponent': 'Stephanie Luciano', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Shauna Bannon,--,115 lbs.,--,,"Oct 23, 1993",http://ufcstats.com/fighter-details/9c442aaf149ea982,"[{'wl': 'loss', 'opponent': 'Bruna Brasil', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Luana Santos,--,125 lbs.,--,,"Apr 16, 2000",http://ufcstats.com/fighter-details/5078e1dacf9d25f4,"[{'wl': 'win', 'opponent': 'Stephanie Egger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Juliana Miller', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:41'}]"
Montserrat Rendon,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/60193e707634e560,"[{'wl': 'loss', 'opponent': 'Daria Zhelezniakova', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Tamires Vidal', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Helena Crevar,--,--,--,,--,http://ufcstats.com/fighter-details/a8c3ce469cb8b130,[]
Melissa Dixon,--,135 lbs.,--,,"Jul 23, 1991",http://ufcstats.com/fighter-details/bd532e9a2b93870c,"[{'wl': 'loss', 'opponent': 'Nora Cornolle', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '2', 'time': '3:06'}, {'wl': 'win', 'opponent': 'Irina Alekseeva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Emily Fernandez,--,--,--,,--,http://ufcstats.com/fighter-details/7ee1babb99f30115,[]
Dariya Zheleznykova,--,135 lbs.,--,,"Jan 23, 1996",http://ufcstats.com/fighter-details/07047eb7d17fb0a2,"[{'wl': 'win', 'opponent': 'Montserrat Rendon', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Nora Cornolle,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,"[{'wl': 'win', 'opponent': 'Melissa Mullins', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '2', 'time': '3:06'}, {'wl': 'win', 'opponent': 'Joselyne Edwards', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Robbie Ring,--,145 lbs.,--,,"Jul 14, 2000",http://ufcstats.com/fighter-details/fa9746fa5d23c202,"[{'wl': 'loss', 'opponent': 'Luis Pajuelo', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '3:43'}]"
Jose Mariscal,--,155 lbs.,--,,"Oct 27, 1992",http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,"[{'wl': 'win', 'opponent': 'Morgan Charriere', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jack Jenkins', 'method': 'KO/TKO', 'round': '2', 'time': '3:19'}, {'wl': 'win', 'opponent': 'Trevor Peek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jacqueline Cavalcanti,--,135 lbs.,--,,"Aug 29, 1997",http://ufcstats.com/fighter-details/e3964ece586e0635,"[{'wl': 'win', 'opponent': 'Zarah Fairn', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Serhiy Sidey,--,135 lbs.,--,,"Jul 04, 1996",http://ufcstats.com/fighter-details/1a2bf44edb8055b6,"[{'wl': 'loss', 'opponent': 'Ramon Taveras', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ramon Taveras', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:26'}]"
Valter Walker,--,--,--,,"Dec 14, 1997",http://ufcstats.com/fighter-details/f5779a2303ed76ec,"[{'wl': 'loss', 'opponent': 'Lukasz Brzeski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Rickson Zenidim,--,125 lbs.,--,,"Feb 17, 1999",http://ufcstats.com/fighter-details/c879d8620261b1a3,"[{'wl': 'loss', 'opponent': 'Andre Lima', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Nursulton Ruziboev,--,185 lbs.,--,,"Nov 19, 1993",http://ufcstats.com/fighter-details/49d2a08964c5eb11,"[{'wl': 'loss', 'opponent': 'Joaquin Buckley', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Sedriques Dumas', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:18'}, {'wl': 'win', 'opponent': 'Brunno Ferreira', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '1:17'}]"
Terrence Mitchell,--,135 lbs.,--,,"Dec 30, 1989",http://ufcstats.com/fighter-details/f3ca6908f78efebe,"[{'wl': 'loss', 'opponent': 'Raul Rosas Jr.', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:54'}, {'wl': 'loss', 'opponent': 'Cameron Saaiman', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:10'}]"
Westin Wilson,--,145 lbs.,--,,"Jan 24, 1989",http://ufcstats.com/fighter-details/7b3503352cd53abb,"[{'wl': 'win', 'opponent': 'Jeka Saragih', 'method': 'SUB\n \n \n\n Triangle Armbar', 'round': '1', 'time': '1:49'}, {'wl': 'loss', 'opponent': 'Jean Silva', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:12'}, {'wl': 'loss', 'opponent': 'Joanderson Brito', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:54'}]"
Ernesta Kareckaite,--,125 lbs.,--,,--,http://ufcstats.com/fighter-details/e4faa79383c9f214,"[{'wl': 'loss', 'opponent': 'Dione Barbosa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Carli Judice', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Mario Piazzon,--,--,--,,"Apr 06, 1998",http://ufcstats.com/fighter-details/44f234a36324e6c8,"[{'wl': 'win', 'opponent': 'Alexander Soldatkin', 'method': 'DQ', 'round': '3', 'time': '0:20'}]"
Sora Rakhmonova,--,--,--,,"Jun 21, 1998",http://ufcstats.com/fighter-details/63ff619c52ff7976,[]
Alexander Soldatkin,--,--,--,,"Jun 10, 1993",http://ufcstats.com/fighter-details/f1451d605bad178e,"[{'wl': 'loss', 'opponent': 'Mario Piazzon', 'method': 'DQ', 'round': '3', 'time': '0:20'}]"
Davi Costa,--,125 lbs.,--,,"Dec 10, 1994",http://ufcstats.com/fighter-details/dd6ec6f941c3a414,"[{'wl': 'loss', 'opponent': 'Lucas Rocha', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '2', 'time': '0:18'}]"
AJ Cunningham,--,145 lbs.,--,,"Sep 07, 1994",http://ufcstats.com/fighter-details/d1053e55f00e53fe,"[{'wl': 'loss', 'opponent': 'Ludovit Klein', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '4:36'}, {'wl': 'loss', 'opponent': 'Steven Nguyen', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:06'}]"
Magomed Gadzhiyasulov,--,205 lbs.,--,,"Nov 04, 1993",http://ufcstats.com/fighter-details/6e344b71421103da,"[{'wl': 'win', 'opponent': 'Brendson Ribeiro', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jose Medina', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
James Llontop,--,155 lbs.,--,,"Aug 02, 1999",http://ufcstats.com/fighter-details/93b2b7caa457cbea,"[{'wl': 'loss', 'opponent': 'Chris Padilla', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:33'}, {'wl': 'win', 'opponent': 'Malik Lewis', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jean Matsumoto,--,135 lbs.,--,,"Sep 09, 1999",http://ufcstats.com/fighter-details/ffd3224638c01b57,"[{'wl': 'win', 'opponent': 'Dan Argueta', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Kasey Tanner', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jose Medina,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/baa9be02c3e3e038,"[{'wl': 'loss', 'opponent': 'Magomed Gadzhiyasulov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Luciano Pereira,--,125 lbs.,--,,"Jan 09, 2001",http://ufcstats.com/fighter-details/d7ee49bf3c779fa6,[]
Lucas Rocha,--,125 lbs.,--,,"Aug 12, 2000",http://ufcstats.com/fighter-details/e0d3d9b564f95635,"[{'wl': 'win', 'opponent': 'Davi Bittencourt', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '2', 'time': '0:18'}]"
Murtaza Talha,--,205 lbs.,--,,--,http://ufcstats.com/fighter-details/6aab5c20395ee722,"[{'wl': 'loss', 'opponent': 'Rodolfo Bellato', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:46'}]"
Kasey Tanner,--,135 lbs.,--,,"Jan 11, 1992",http://ufcstats.com/fighter-details/078b732efa497f49,"[{'wl': 'loss', 'opponent': 'Jean Matsumoto', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Josiah Harrell,--,170 lbs.,--,Southpaw,"Nov 13, 1998",http://ufcstats.com/fighter-details/e5864a42c80294f6,[]
Yousri Belgaroui,--,185 lbs.,--,,"Jul 07, 1987",http://ufcstats.com/fighter-details/7674b836ce0698a0,"[{'wl': 'loss', 'opponent': 'Marco Tulio', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Charlie Radtke,--,170 lbs.,--,,"Jul 09, 1990",http://ufcstats.com/fighter-details/feedf3053472fe56,"[{'wl': 'loss', 'opponent': 'Carlos Prates', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '4:47'}, {'wl': 'win', 'opponent': 'Gilbert Urbina', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:47'}, {'wl': 'win', 'opponent': 'Blood Diamond', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Bassil Hafez,--,170 lbs.,--,,"Jan 31, 1992",http://ufcstats.com/fighter-details/f4d92416da98804b,"[{'wl': 'win', 'opponent': 'Mickey Gall', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jack Della Maddalena', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Rami Hamed,--,170 lbs.,--,,"Apr 25, 1991",http://ufcstats.com/fighter-details/a59017211b775b5d,[]
Kaynan Kruschewsky,--,155 lbs.,--,,"Apr 04, 1991",http://ufcstats.com/fighter-details/ca36633b80be4a78,"[{'wl': 'loss', 'opponent': 'Elves Brener', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '4:01'}, {'wl': 'win', 'opponent': 'Dylan Mantello', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:52'}]"
Raimond Magomedaliev,--,170 lbs.,--,,"Jun 10, 1990",http://ufcstats.com/fighter-details/d16373b3568678d4,"[{'wl': 'loss', 'opponent': 'Mauricio Ruffy', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:45'}]"
Dylan Mantello,--,155 lbs.,--,,"Nov 19, 1992",http://ufcstats.com/fighter-details/e192ebb85b68fa9e,"[{'wl': 'loss', 'opponent': 'Kaynan Kruschewsky', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:52'}]"
Danny Barlow,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"[{'wl': 'win', 'opponent': 'Josh Quinlan', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '1:18'}, {'wl': 'win', 'opponent': 'Raheam Forest', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:19'}]"
Vinicius de Oliveira,--,135 lbs.,--,,"Nov 30, 1995",http://ufcstats.com/fighter-details/18d01f7f8338ae72,"[{'wl': 'win', 'opponent': 'Benardo Sopaj', 'method': 'KO/TKO\n \n\n\n Flying Knee', 'round': '3', 'time': '4:41'}, {'wl': 'win', 'opponent': 'Victor Madrigal', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:02'}]"
Bogdan Guskov,--,205 lbs.,--,,"Sep 12, 1992",http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,"[{'wl': 'win', 'opponent': 'Ryan Spann', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '3:16'}, {'wl': 'win', 'opponent': 'Zac Pauga', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '3:38'}, {'wl': 'loss', 'opponent': 'Volkan Oezdemir', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:46'}]"
Victor Madrigal,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9,"[{'wl': 'loss', 'opponent': 'Vinicius Oliveira', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:02'}]"
Angel Pacheco,--,145 lbs.,--,,"Jan 13, 1992",http://ufcstats.com/fighter-details/07797f10b9569cfc,"[{'wl': 'loss', 'opponent': 'Caolan Loughran', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Danny Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Danny Silva,--,145 lbs.,--,,"Jan 30, 1997",http://ufcstats.com/fighter-details/d964a59c48381cb6,"[{'wl': 'win', 'opponent': 'Josh Culibao', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Angel Pacheco', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Victor Dias,--,125 lbs.,--,,"Dec 26, 1990",http://ufcstats.com/fighter-details/f7202b3130421d27,"[{'wl': 'loss', 'opponent': 'Kevin Borjas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Yanis Ghemmouri,--,135 lbs.,--,,"Jan 24, 1995",http://ufcstats.com/fighter-details/eb70e786bbdf1d16,"[{'wl': 'loss', 'opponent': 'William Gomis', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '3', 'time': '2:20'}]"
Caolan Loughran,--,135 lbs.,--,,--,http://ufcstats.com/fighter-details/42ac4020cba261ad,"[{'wl': 'win', 'opponent': 'Angel Pacheco', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Taylor Lapilus', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Dan Allen,--,155 lbs.,--,,"Aug 10, 1992",http://ufcstats.com/fighter-details/adf9a901308fb8e3,"[{'wl': 'win', 'opponent': 'Jacobi Jones', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jacobi Jones,--,155 lbs.,--,,"May 24, 1996",http://ufcstats.com/fighter-details/08b01ed84044c6bc,"[{'wl': 'loss', 'opponent': 'Daniel Allen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Morgan Charriere,--,145 lbs.,--,,"Oct 26, 1995",http://ufcstats.com/fighter-details/5b03b61f9d90125e,"[{'wl': 'loss', 'opponent': 'Chepe Mariscal', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Manolo Zecchini', 'method': 'KO/TKO\n \n\n\n Kicks', 'round': '1', 'time': '3:51'}]"
Manolo Zecchini,--,155 lbs.,--,,"Oct 22, 1996",http://ufcstats.com/fighter-details/fd7ab338e4953644,"[{'wl': 'loss', 'opponent': 'Morgan Charriere', 'method': 'KO/TKO\n \n \n\n Kicks', 'round': '1', 'time': '3:51'}]"
Jae Hyun Park,--,155 lbs.,--,,"Dec 10, 2001",http://ufcstats.com/fighter-details/fe1595732dfb08fc,"[{'wl': 'loss', 'opponent': 'Shin Haraguchi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Quillan Salkilld,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/17734443a833cdf7,[]
Jair Farias,--,145 lbs.,--,,"Mar 16, 1993",http://ufcstats.com/fighter-details/431262bbc69215dc,"[{'wl': 'loss', 'opponent': 'Connor Matthews', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Victor Hugo,--,135 lbs.,--,,"Nov 22, 1992",http://ufcstats.com/fighter-details/f264ba50b007f39e,"[{'wl': 'win', 'opponent': 'Pedro Falcao', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Eduardo Torres Caut', 'method': 'SUB\n \n \n\n Kneebar', 'round': '2', 'time': '2:16'}]"
Issa Isakov,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/e9095aeb36f2aeb8,"[{'wl': 'loss', 'opponent': 'MarQuel Mederos', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '4:09'}]"
Eduardo Matias Torres,--,135 lbs.,--,,"Apr 26, 1995",http://ufcstats.com/fighter-details/c8d46028907bcece,"[{'wl': 'loss', 'opponent': 'Victor Hugo', 'method': 'SUB\n \n \n\n Kneebar', 'round': '2', 'time': '2:16'}]"
Marquel Mederos,--,155 lbs.,--,,"Nov 30, 1996",http://ufcstats.com/fighter-details/e2be0c1a9b886d92,"[{'wl': 'win', 'opponent': 'Landon Quinones', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Issa Isakov', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '4:09'}]"
Mauricio Ruffy,--,170 lbs.,--,,"Jun 17, 1993",http://ufcstats.com/fighter-details/9c393e836a852f30,"[{'wl': 'win', 'opponent': 'Jamie Mullarkey', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '4:42'}, {'wl': 'win', 'opponent': 'Raimond Magomedaliev', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:45'}]"
Torrez Finney,--,185 lbs.,--,,"Oct 24, 1998",http://ufcstats.com/fighter-details/fbb60f24af5d5a02,"[{'wl': 'win', 'opponent': 'Yuri Panferov', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:43'}]"
Andre Lima,--,125 lbs.,--,,"Feb 04, 1999",http://ufcstats.com/fighter-details/b1f21ce050035d58,"[{'wl': 'win', 'opponent': 'Mitch Raposo', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Igor Severino', 'method': 'DQ', 'round': '2', 'time': '2:52'}, {'wl': 'win', 'opponent': 'Rickson Zenidim', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Yuri Panferov,--,185 lbs.,--,,"Aug 30, 1996",http://ufcstats.com/fighter-details/36d811b015635b67,"[{'wl': 'loss', 'opponent': 'Torrez Finney', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:43'}]"
Yuele Huang,--,145 lbs.,--,,"Jul 04, 2000",http://ufcstats.com/fighter-details/1c8b9f4d89b92e1b,[]
Kyu Sung Kim,--,125 lbs.,--,,"Nov 05, 1992",http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,"[{'wl': 'loss', 'opponent': 'Tokitaka Nakanishi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Ravena Oliveira Morais,--,135 lbs.,--,,"Feb 20, 1997",http://ufcstats.com/fighter-details/4948e412fa6ab67d,"[{'wl': 'loss', 'opponent': 'Tainara Lisboa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Robert Bryczek,--,185 lbs.,--,,"Jul 04, 1990",http://ufcstats.com/fighter-details/f96856f9d69fd7e4,"[{'wl': 'loss', 'opponent': 'Ihor Potieria', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Kiefer Crosbie,--,170 lbs.,--,,"Apr 05, 1990",http://ufcstats.com/fighter-details/4729c93ba705a3bf,"[{'wl': 'loss', 'opponent': 'Kevin Jousset', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:49'}]"
Kevin Jousset,--,170 lbs.,--,,"May 02, 1993",http://ufcstats.com/fighter-details/dda15dbfafb792df,"[{'wl': 'win', 'opponent': 'Song Kenan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Kiefer Crosbie', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:49'}]"
Dione Barbosa,--,125 lbs.,--,,"May 08, 1992",http://ufcstats.com/fighter-details/27b388f0aab49780,"[{'wl': 'win', 'opponent': 'Ernesta Kareckaite', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rainn Guerrero', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '4:35'}]"
Dylan Budka,--,185 lbs.,--,,"Jan 14, 2000",http://ufcstats.com/fighter-details/a817e238b2747404,"[{'wl': 'loss', 'opponent': 'Cesar Almeida', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '2:13'}, {'wl': 'win', 'opponent': 'Chad Hanekom', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
So Yul Kim,--,115 lbs.,--,,"May 25, 1997",http://ufcstats.com/fighter-details/864c07a7ff90caae,[]
Raheam Forest,--,170 lbs.,--,,"Jul 11, 1997",http://ufcstats.com/fighter-details/90390dd1b0791e7f,"[{'wl': 'loss', 'opponent': 'Danny Barlow', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:19'}]"
Mohammad Yahya,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/3753714927f18437,"[{'wl': 'loss', 'opponent': 'Trevor Peek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Cortavious Romious,--,135 lbs.,--,,"Jan 06, 1994",http://ufcstats.com/fighter-details/8173f134396cb971,"[{'wl': 'loss', 'opponent': 'Ramon Taveras', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:29'}]"
Carli Judice,--,125 lbs.,--,,"Mar 02, 1999",http://ufcstats.com/fighter-details/f1ab6f37492c630a,"[{'wl': 'loss', 'opponent': 'Gabriella Fernandes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ernesta Kareckaite', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Kaue Fernandes,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/ec13c393d029297d,"[{'wl': 'loss', 'opponent': 'Marc Diakiese', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Brendon Marotte,--,155 lbs.,--,,"Jan 13, 1997",http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,"[{'wl': 'loss', 'opponent': 'Terrance McKinney', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '0:20'}]"
Puja Tomar,--,115 lbs.,--,,"Dec 05, 1993",http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,"[{'wl': 'win', 'opponent': 'Rayanne dos Santos', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Myktybek Orolbai,--,170 lbs.,--,,"Feb 10, 1998",http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,"[{'wl': 'win', 'opponent': 'Elves Brener', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Uros Medic', 'method': 'SUB\n \n \n\n Neck Crank', 'round': '2', 'time': '4:12'}]"
Carlos Vera,--,135 lbs.,--,,"Nov 05, 1987",http://ufcstats.com/fighter-details/07f959e6596307bb,"[{'wl': 'loss', 'opponent': 'Rinya Nakamura', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Robelis Despaigne,--,265 lbs.,--,,"Sep 09, 1988",http://ufcstats.com/fighter-details/140567899d98978a,"[{'wl': 'loss', 'opponent': 'Waldo Cortes-Acosta', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Josh Parisian', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '0:18'}]"
Kayla Harrison,--,135 lbs.,--,,"Jul 02, 1990",http://ufcstats.com/fighter-details/1af1170ed937cba7,"[{'wl': 'win', 'opponent': 'Holly Holm', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:47'}]"
Bekzat Almakhan,--,135 lbs.,--,,"Sep 08, 1997",http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,"[{'wl': 'loss', 'opponent': 'Umar Nurmagomedov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
